price,latitude,longitude,bathrooms,status,furnished_status
21000000.0,19.0267333984375,72.85533905029297,2.0,1.0,0.0
14100000.0,19.10005168,72.88491275,2.0,-1.0,0.0
17000000.0,19.1244725527693,72.8522472936752,2.0,1.0,-1.0
26000000.0,19.037694,72.84029,2.0,-1.0,0.0
14500000.0,19.2139835357666,72.85508728027344,2.0,1.0,2.0
7009999.0,19.1189193725586,72.86402893066406,2.0,1.0,0.0
21000000.0,19.205001831054688,72.86927032470703,2.0,1.0,0.0
17500000.0,19.0761042,72.9039516,2.0,-1.0,0.0
13000000.0,19.20393269,72.82766012,3.0,1.0,-1.0
40000000.0,19.1154899597168,72.87269592285156,2.0,1.0,1.0
13500000.0,19.2335321,72.839198,2.0,1.0,0.0
45000000.0,19.1590077,72.86927109999999,4.0,1.0,2.0
21000000.0,19.0995917,72.8826838,2.0,1.0,-1.0
25000000.0,19.154186,72.946437,2.0,1.0,1.0
16399999.0,19.185937300000003,72.9425994,2.0,1.0,-1.0
21000000.0,19.0908063,72.90766690000001,2.0,1.0,-1.0
30000000.0,19.0325516,72.8449938,2.0,1.0,-1.0
29000000.0,19.140335,72.8647155,2.0,-1.0,1.0
19000000.0,19.071989,72.88408199999999,2.0,1.0,-1.0
7540000.0,19.28217,72.87654,2.0,1.0,-1.0
30000000.0,19.2248756,72.86314300000001,3.0,-1.0,0.0
4500000.0,19.4065984,72.8369755,2.0,1.0,-1.0
23500000.0,19.119176864624023,72.86361694335938,2.0,1.0,0.0
16500000.0,19.10005168,72.88491275,2.0,1.0,-1.0
32000000.0,19.1194535300128,72.8513989395118,2.0,1.0,-1.0
16000000.0,19.119037628173828,72.8641586303711,2.0,1.0,0.0
40000000.0,19.01751708984375,72.84711456298828,3.0,1.0,2.0
33000000.0,19.0217472077863,72.84346191187021,2.0,1.0,-1.0
17000000.0,19.162992477416992,72.83930206298828,2.0,-1.0,0.0
36000000.0,19.100385665893555,72.8504638671875,2.0,1.0,1.0
4600000.0,19.3602150985917,72.847646,2.0,1.0,-1.0
15500000.0,19.06911277770996,72.8978271484375,2.0,1.0,0.0
7500000.0,19.278546,72.870655,2.0,1.0,-1.0
12500000.0,19.2539332,72.8672448,2.0,1.0,2.0
16500000.0,18.994070053100582,72.85102081298828,2.0,1.0,1.0
17100000.0,19.0508715,72.9141782,2.0,1.0,-1.0
19000000.0,19.207013957875898,72.87943298291121,3.0,1.0,-1.0
17000000.0,19.129737854003903,72.82915496826172,2.0,1.0,0.0
45000000.0,19.1154899597168,72.87269592285156,4.0,1.0,1.0
20000000.0,19.079998016357425,72.85449981689453,2.0,1.0,2.0
19000000.0,19.116876,72.926552,2.0,1.0,-1.0
14800000.0,19.196419,72.857878,2.0,-1.0,0.0
21500000.0,19.2050017,72.86927109999999,2.0,1.0,-1.0
18000000.0,19.172489,72.86630500000001,2.0,1.0,-1.0
19000000.0,19.14609,72.84583,2.0,1.0,-1.0
21000000.0,19.03891,72.868286,2.0,1.0,-1.0
55000000.0,19.019547,72.83825470000001,3.0,1.0,2.0
45000000.0,19.08150863647461,72.83767700195312,3.0,1.0,0.0
41000000.0,19.0508155,72.9132023,3.0,1.0,-1.0
33500000.0,19.157011,72.95030600000001,3.0,1.0,-1.0
18000000.0,18.968408584594727,72.8310546875,3.0,1.0,0.0
14500000.0,19.16332,72.94913000000001,2.0,1.0,-1.0
15100000.0,19.131688,72.840701,2.0,-1.0,1.0
18000000.0,19.10919095,72.88469140000001,2.0,1.0,-1.0
29000000.0,19.12238883972168,72.86602783203125,3.0,1.0,0.0
27600000.0,19.11933326721192,72.86392211914062,2.0,1.0,0.0
40000000.0,19.0128091,72.851598,3.0,1.0,2.0
17500000.0,19.175420000000003,72.85351,2.0,1.0,2.0
22000000.0,19.25190544128418,72.85041809082031,2.0,1.0,2.0
14500000.0,19.17612419,72.88053823,2.0,1.0,-1.0
12600000.0,19.13449,72.92645999999999,2.0,-1.0,0.0
45500000.0,19.15038469,72.82855247,3.0,1.0,-1.0
33000000.0,19.23612,72.84193,3.0,1.0,2.0
4950000.0,19.1996701,72.8580561,2.0,1.0,-1.0
38000000.0,19.119285583496094,72.86461639404297,2.0,1.0,0.0
20500000.0,19.1590077,72.86927109999999,2.0,1.0,0.0
37000000.0,19.019546508789062,72.8382568359375,2.0,1.0,1.0
13500000.0,19.0151285,72.8580644,2.0,-1.0,1.0
26000000.0,19.02814292907715,72.87950134277344,2.0,1.0,1.0
12000000.0,19.3093926,72.8485939,2.0,1.0,1.0
33000000.0,19.139707,72.7614142,2.0,1.0,-1.0
17500000.0,19.1047312,72.91713109999999,2.0,-1.0,2.0
27500000.0,19.2050017,72.86927109999999,2.0,1.0,-1.0
18500000.0,19.077063,72.8840395,4.0,1.0,-1.0
23700000.0,19.13449,72.92645999999999,3.0,-1.0,0.0
30000000.0,19.096202,72.919057,2.0,1.0,-1.0
37500000.0,19.0158306,72.82939209999999,2.0,1.0,1.0
14500000.0,19.11895751953125,72.86405181884766,2.0,1.0,0.0
18000000.0,19.122307,72.89599270000001,2.0,1.0,-1.0
45000000.0,19.11724090576172,72.85493469238281,4.0,1.0,0.0
15000000.0,19.141983,72.9309595,2.0,1.0,-1.0
20000000.0,19.14198875427246,72.84905242919922,2.0,1.0,2.0
20500000.0,19.119007110595703,72.86405181884766,2.0,1.0,2.0
30500000.0,19.03039,72.85475,2.0,-1.0,1.0
17500000.0,19.1066791,72.915486,2.0,1.0,-1.0
19600000.0,19.205736,72.87253100000001,2.0,1.0,-1.0
23500000.0,19.13894569,72.82940015,2.0,1.0,-1.0
37500000.0,19.083066940307614,72.9052734375,3.0,1.0,0.0
11000000.0,19.058354100000003,72.8802798,2.0,1.0,-1.0
35000000.0,19.169705,72.853001,3.0,1.0,-1.0
6800000.0,19.15117,72.89089,2.0,1.0,0.0
36000000.0,19.1771773695655,72.9600928443916,3.0,1.0,-1.0
26000000.0,19.1297376,72.8291555,2.0,1.0,-1.0
20000000.0,19.119434356689453,72.86378479003906,2.0,1.0,2.0
12500000.0,19.079372,72.885436,2.0,1.0,-1.0
29500000.0,19.11931228637696,72.8646469116211,2.0,1.0,1.0
6600000.0,19.14989,72.92631,2.0,1.0,0.0
22500000.0,19.100385665893555,72.8504638671875,2.0,1.0,0.0
32500000.0,19.157602,72.945243,2.0,1.0,-1.0
17500000.0,19.1733748299616,72.8684461800584,2.0,1.0,-1.0
33600000.0,19.0327996,72.89635679999999,3.0,-1.0,0.0
17600000.0,19.12886619567871,72.8330307006836,2.0,-1.0,0.0
21000000.0,19.12882804870605,72.8330078125,2.0,1.0,0.0
19000000.0,19.1345125,72.86339834,3.0,-1.0,0.0
16200000.0,19.1613974316377,72.83648461597791,2.0,1.0,-1.0
29000000.0,19.20249938964844,72.82256317138672,3.0,1.0,0.0
27500000.0,19.1154899597168,72.87269592285156,3.0,1.0,2.0
12000000.0,19.22889,72.82409,2.0,1.0,0.0
21000000.0,19.133092,72.93475,3.0,-1.0,0.0
17000000.0,19.1907193,72.8618457,2.0,-1.0,0.0
21500000.0,19.07711601257324,72.84907531738281,2.0,1.0,0.0
26000000.0,19.183975,72.85414957732429,2.0,1.0,-1.0
15000000.0,19.16703502,72.88127374,2.0,1.0,-1.0
15500000.0,19.174673080444336,72.94310760498047,2.0,1.0,1.0
32000000.0,19.028728485107425,72.84416198730469,3.0,1.0,2.0
6500000.0,19.3693345,72.806127,2.0,1.0,1.0
45000000.0,18.963298797607425,72.84329223632812,3.0,1.0,2.0
18100000.0,19.12258624,72.86705,2.0,-1.0,0.0
49000000.0,19.0555163184335,72.8321900572049,2.0,1.0,-1.0
22500000.0,19.22833,72.86658,2.0,1.0,0.0
22000000.0,19.07907,72.907976,2.0,1.0,0.0
24000000.0,19.1595755,72.9465747,2.0,1.0,-1.0
30000000.0,19.152852,72.840615,3.0,1.0,-1.0
12500000.0,19.1456725,72.929009,2.0,1.0,-1.0
12800000.0,19.1201089,72.8506354,2.0,1.0,-1.0
29000000.0,19.119234085083008,72.86463928222656,4.0,1.0,1.0
25000000.0,19.1485826410123,72.939661,3.0,1.0,-1.0
22000000.0,19.1240672,72.84205406,2.0,1.0,-1.0
7000000.0,19.28217,72.87654,2.0,1.0,0.0
22600000.0,19.16970443725586,72.8530044555664,2.0,1.0,0.0
42500000.0,18.9984209,72.8426858,3.0,1.0,-1.0
29000000.0,19.157602,72.945243,3.0,-1.0,1.0
18000000.0,19.122307,72.89599270000001,2.0,1.0,-1.0
22000000.0,19.1345125,72.86339834,2.0,-1.0,0.0
25500000.0,19.14139747619629,72.83588409423828,3.0,1.0,0.0
30000000.0,19.02669906616211,72.85302734375,2.0,1.0,1.0
6500000.0,18.9690247,72.8205292,2.0,1.0,2.0
24000000.0,19.10005168,72.88491275,3.0,1.0,-1.0
17500000.0,19.1889733,72.8220064,2.0,1.0,2.0
18500000.0,19.07907,72.907976,2.0,-1.0,0.0
29500000.0,19.1219420779647,72.85689808347509,3.0,1.0,-1.0
8000000.0,19.2792749,72.8736743,2.0,1.0,-1.0
21000000.0,19.1657776586512,72.96022003316921,2.0,1.0,-1.0
45000000.0,19.17231,72.87262,3.0,1.0,0.0
25000000.0,19.2062083,72.87253100000001,2.0,1.0,-1.0
42500000.0,19.07072639465332,72.83612823486328,2.0,1.0,2.0
29000000.0,19.16048049926757,72.94487762451172,3.0,1.0,2.0
39000000.0,19.006180342037,72.8286779623475,2.0,1.0,-1.0
16000000.0,19.21388435363769,72.85501861572266,3.0,1.0,1.0
15200000.0,19.079069,72.889208,2.0,1.0,-1.0
18500000.0,19.118157,72.856716,2.0,-1.0,1.0
25000000.0,19.100385,72.850466,2.0,1.0,2.0
12600000.0,19.155673,72.94114300000001,2.0,-1.0,1.0
39800000.0,19.0038320445835,72.8505157603601,2.0,1.0,1.0
25000000.0,19.039151500000003,72.84047029999999,2.0,1.0,-1.0
36000000.0,19.1181,72.89485,3.0,1.0,-1.0
18000000.0,19.119253158569336,72.86457061767578,2.0,1.0,2.0
12000000.0,19.142655,72.834499,2.0,1.0,-1.0
30000000.0,19.046959,72.915291,3.0,-1.0,0.0
45000000.0,19.01751708984375,72.84711456298828,3.0,1.0,2.0
9500000.0,19.28217,72.87654,2.0,1.0,1.0
32000000.0,19.0013826,72.84845279999999,2.0,1.0,-1.0
35000000.0,19.11895179748535,72.86408233642578,3.0,1.0,2.0
18500000.0,19.20986504,72.86404901,2.0,1.0,-1.0
42000000.0,19.119272232055664,72.8646011352539,2.0,1.0,0.0
34000000.0,19.053375,72.897061,3.0,-1.0,0.0
41900000.0,19.0937492,72.922604,2.0,1.0,-1.0
9100000.0,19.2202125988807,72.8230962043468,2.0,1.0,-1.0
50000000.0,19.019078,72.847976,3.0,1.0,-1.0
18500000.0,19.2052078,72.8633728,2.0,-1.0,0.0
17500000.0,19.20990129,72.82071844,2.0,1.0,-1.0
11000000.0,19.058354100000003,72.8802798,2.0,1.0,-1.0
35000000.0,19.148061752319336,72.84230041503906,3.0,1.0,2.0
21600000.0,19.107617,72.898917,2.0,1.0,-1.0
8700000.0,19.2133903503418,72.9314193725586,2.0,1.0,0.0
18500000.0,19.227678298950195,72.84342193603516,2.0,-1.0,0.0
27000000.0,19.0248623135139,72.8665752942687,3.0,1.0,-1.0
37500000.0,19.006180342037,72.8286779623475,2.0,1.0,-1.0
16500000.0,19.202228,72.815271,2.0,1.0,-1.0
35000000.0,19.1077728874082,72.89723402507059,2.0,1.0,-1.0
18500000.0,19.0799983,72.8545019,2.0,1.0,0.0
47500000.0,19.019546508789062,72.8382568359375,3.0,1.0,0.0
14500000.0,19.17067,72.93618000000001,2.0,-1.0,1.0
25000000.0,19.07907,72.907976,2.0,1.0,-1.0
52500000.0,19.100385665893555,72.8504638671875,3.0,1.0,1.0
17500000.0,19.230558395385746,72.85283660888672,2.0,1.0,0.0
29000000.0,19.1746739,72.94310379999999,3.0,-1.0,0.0
25000000.0,19.117849349975582,72.91181182861328,2.0,1.0,2.0
47500000.0,18.9871633297704,72.82989199332809,3.0,1.0,-1.0
25000000.0,19.1054406,72.8411208,2.0,1.0,0.0
25500000.0,19.216866,72.86649054,3.0,1.0,-1.0
27500000.0,19.05634,72.91731999999999,2.0,1.0,-1.0
23000000.0,19.1480618,72.82560959999999,2.0,1.0,-1.0
11500000.0,19.1538107,72.9504858,2.0,1.0,0.0
15000000.0,19.206448,72.8233516980957,2.0,-1.0,0.0
6959999.0,19.278546,72.870655,3.0,1.0,-1.0
