,price,area,latitude,longitude,bedrooms,bathrooms,balcony,status,new_or_old,parking,furnished_status,lift,type_of_building
5205,27000000,1300,19.1470763119978,72.82947881432541,2,2,1,1,0,1,-1,1,1
5209,13000000,1235,19.2726387,72.8669392,2,2,0,1,0,0,-1,0,1
5211,53000000,1910,19.0853733,72.9112622,4,4,0,1,1,0,-1,0,1
5212,25500000,1025,19.12842,72.81988,2,2,2,1,0,2,1,2,1
5217,21000000,1233,19.1476838975787,72.9345592459361,3,2,1,1,0,1,-1,1,1
5223,7500000,815,19.19090843200684,72.94413757324219,2,2,0,1,0,0,1,0,1
5224,35000000,920,19.1011094643526,72.8538091109164,3,2,0,1,0,0,-1,0,1
5225,20000000,1200,19.1364361,72.92960500000001,3,2,0,1,0,0,-1,0,1
5226,25100000,1240,19.191376001597305,72.8374031583782,3,3,0,1,0,0,-1,0,1
5227,18900000,1200,19.212264,72.82915200000001,3,3,0,1,0,0,-1,0,1
5228,30000000,1350,19.05624,72.88755,3,3,0,1,0,0,-1,0,1
5229,47500000,950,19.112232,72.841666,3,3,0,1,1,0,-1,0,1
5230,25000000,1215,19.147958755493164,72.84231567382812,3,3,0,1,0,0,1,0,1
5231,7500000,750,19.22793,72.83221999999999,2,2,0,1,0,0,1,0,1
5232,15000000,950,19.1163891612432,72.8835752602916,2,2,2,1,0,2,-1,2,1
5242,19000000,840,19.2420124,72.8559055,2,2,0,1,0,0,-1,0,1
5245,39700000,1722,19.067447,72.900278,3,3,0,1,0,0,-1,0,1
5246,37500000,1287,18.9871633297704,72.82989199332809,2,2,2,1,0,2,-1,2,1
5247,19500000,760,19.1913396666603,72.862262257539,2,2,0,1,0,0,-1,0,1
5250,32000000,1650,19.118989944458008,72.86408996582031,3,3,0,1,0,0,2,0,1
5251,16500000,990,19.180237,72.85541490000001,3,2,0,1,0,0,-1,0,1
5253,14700000,921,19.152076,72.9426950247128,2,2,0,1,0,0,-1,0,1
5259,15000000,1058,19.0901314,72.8961925,2,2,0,1,0,0,-1,0,1
5260,24500000,1368,19.128953,72.9298045,3,2,1,1,0,1,-1,1,1
5261,27000000,1300,19.0612183,72.89467109999998,3,2,0,1,0,0,-1,0,1
5262,20000000,743,19.227930068969727,72.83222198486328,2,2,1,1,0,1,0,1,1
5263,14500000,774,19.0327996,72.89635679999999,2,2,0,1,0,0,1,0,1
5264,25000000,1440,19.265037,72.855878,3,4,0,1,0,0,-1,0,1
5265,12600000,650,19.09001350402832,72.90258026123047,2,2,0,1,0,0,2,0,1
5266,18000000,1566,19.118942260742188,72.86407470703125,3,3,0,1,0,0,1,0,1
5267,15000000,925,19.118942260742188,72.86415100097656,2,2,0,1,0,0,2,0,1
5268,11000000,861,19.1590077,72.86927109999999,2,2,0,1,0,0,0,0,1
5269,31000000,1650,19.053311,72.914858,3,4,1,1,0,1,-1,1,1
5270,22500000,950,18.9967988,72.8451287,2,2,0,1,0,0,-1,0,1
5271,21500000,1015,19.1595755,72.9465747,3,2,0,1,1,0,-1,0,1
5272,16000000,1000,19.2099437,72.83086920000001,2,2,1,1,0,1,0,1,1
5278,12400000,1041,19.251021,72.872086,2,2,0,1,0,0,-1,0,1
5279,38000000,1700,19.04417991638184,72.91016387939453,3,3,0,1,0,0,0,0,1
5282,13899999,690,19.20768,72.83846,2,2,0,1,0,0,0,0,1
5283,16299999,900,19.201605,72.838739,2,2,0,1,0,0,-1,0,1
5284,11399999,660,19.1975,72.87009,2,2,0,1,0,0,1,0,1
5285,21100000,1300,19.1719608695516,72.9417099706178,2,2,0,1,0,0,-1,0,1
5286,22500000,1150,18.9497595,72.82939209999999,2,2,1,1,0,1,0,1,1
5287,19500000,1200,19.2099437,72.83086920000001,3,2,0,1,0,0,2,0,1
5288,10000000,800,19.17939567565918,72.86125946044922,2,2,0,1,0,0,1,0,1
5289,50000000,950,19.119281768798828,72.86458587646484,2,2,0,1,0,0,2,0,1
5290,22500000,800,19.033727645874023,72.85918426513672,2,2,1,1,0,1,1,1,2
5291,14000000,1200,19.1941552,72.82588630000001,3,2,0,1,0,0,-1,0,1
5292,7900000,870,19.205711364746094,72.83197784423828,2,2,1,1,0,1,0,1,1
5293,31500000,1358,19.0384079933786,72.8471233160854,3,3,0,1,0,0,-1,0,2
5294,17500000,900,19.2420124,72.8559055,2,2,0,1,0,0,-1,0,1
5295,18500000,662,19.053946,72.885286,2,2,0,1,1,0,-1,0,1
5296,14800000,808,19.1630508890225,72.83660389441891,2,2,1,1,0,1,-1,1,2
5297,6800000,650,19.2770144,72.8721411,2,2,0,1,0,0,-1,0,1
5298,18500000,850,19.13834,72.83456,2,2,0,1,0,0,-1,0,1
5299,14500000,1200,19.17850875854492,72.8436279296875,2,2,1,1,0,1,2,1,1
5300,26000000,1500,19.144893600000003,72.8368073,3,3,1,1,0,1,-1,1,1
5301,14500000,1150,19.2335321,72.839198,2,2,0,1,0,0,0,0,1
5302,18000000,750,18.976914,72.83160500000001,2,2,0,1,0,0,1,0,1
5304,16000000,852,19.1405116,72.8421555,3,3,0,1,0,0,0,0,1
5305,9500000,650,19.11469,72.88894,2,2,1,1,0,1,1,1,1
5306,20500000,1250,19.062699,72.892612,3,3,0,1,0,0,-1,0,1
5307,25000000,1070,19.17376056,72.84792205,2,2,0,1,0,0,-1,0,1
5308,35000000,1368,19.1297376,72.8291555,3,3,0,1,0,0,1,0,1
5309,25000000,900,19.22793,72.83221999999999,2,2,0,1,0,0,0,0,1
5311,28000000,1130,19.0933608,72.846055,2,2,0,1,0,0,-1,0,1
5312,19500000,990,19.116876,72.926552,2,2,0,1,1,0,-1,0,1
5313,14500000,825,19.17956924438477,72.8611068725586,2,2,0,1,0,0,2,0,1
5314,19500000,950,19.1297376,72.8291555,2,2,0,1,0,0,-1,0,1
5315,15000000,785,19.077063,72.8840395,3,2,1,1,0,1,0,1,1
5316,45000000,1435,19.019547,72.83825470000001,3,3,1,1,0,1,1,1,1
5317,16000000,1190,19.11813179,72.88706629,2,2,0,1,0,0,-1,0,1
5318,12500000,950,19.2539332,72.8672448,2,2,0,1,0,0,2,0,1
5319,17500000,850,18.976914,72.83160500000001,2,2,1,1,0,1,0,1,1
5320,7000000,1020,19.28217,72.87654,2,2,0,-1,0,0,1,0,1
5322,8000000,1250,19.31120491027832,72.85270690917969,3,3,0,1,0,0,1,0,1
5323,15000000,753,19.033823013305664,72.85665130615234,2,2,0,1,0,0,0,0,1
5324,28000000,1000,19.000705,72.82391949999999,2,2,0,1,0,0,-1,0,1
5325,15000000,910,19.2130937899761,72.8331546303813,2,2,0,1,0,0,-1,0,1
5326,11900000,710,19.22889,72.82409,2,2,0,1,0,0,1,0,1
5327,4750000,884,19.11892890930176,72.86414337158203,2,2,2,1,0,2,1,2,1
5328,25000000,935,19.137866,72.83564770000001,2,2,0,1,0,0,-1,0,2
5329,27500000,1330,19.169968,72.9377615,3,3,1,1,0,1,-1,1,1
5332,15500000,750,19.063770294189453,72.90203094482422,2,2,0,1,0,0,1,0,1
5334,25000000,1365,19.052194595336918,72.89114379882812,3,3,0,1,0,0,2,0,1
5335,23500000,1400,19.1297376,72.8291555,3,3,0,1,0,0,-1,0,1
5336,13500000,860,19.22889,72.82409,2,2,0,1,0,0,2,0,1
5338,42500000,1600,19.100385665893555,72.8504638671875,4,3,0,1,0,0,0,0,1
5341,28500000,1400,19.1032127,72.9275205,2,2,0,1,0,0,-1,0,1
5342,20000000,800,19.11559447,72.90996700000001,2,2,0,1,0,0,-1,0,1
5344,32500000,1412,19.06680489,72.85129455,2,2,1,1,0,1,-1,1,1
5345,28000000,710,19.07072639465332,72.83612823486328,2,3,0,1,0,0,1,0,1
5348,16500000,980,19.1911188680134,72.8375360594169,2,2,0,1,0,0,-1,0,2
5350,9800000,865,19.2099437,72.83086920000001,2,2,0,1,0,0,1,0,1
5351,20000000,1015,19.140167236328125,72.83586120605469,2,3,0,1,0,0,0,0,1
5353,30500000,1290,19.19175,72.84694,3,3,0,1,0,0,-1,0,1
5354,3400000,600,19.18546,72.82066999999999,2,2,1,1,0,1,0,1,1
5356,13500000,885,19.161448869898,72.8352649724546,2,2,0,1,0,0,-1,0,1
5357,17500000,1115,19.1173012,72.8840395,2,2,0,1,0,0,2,0,1
5359,15500000,850,19.175534,72.872754,2,2,0,1,1,0,-1,0,1
5360,18500000,800,19.100385,72.850466,2,2,1,1,0,1,2,1,1
5361,21000000,1238,19.158397674560547,72.9467544555664,3,2,0,1,0,0,0,0,1
5362,21500000,900,19.100385,72.850466,2,2,0,1,0,0,2,0,1
5363,25000000,1131,19.1859,72.84037,3,3,0,1,0,0,-1,0,1
5364,8700000,700,19.08565,72.90822,2,2,0,1,0,0,-1,0,1
5365,18300000,850,19.098074,72.91985,2,2,0,1,0,0,-1,0,1
5366,8750000,675,19.08926,72.88925,2,2,2,1,0,2,1,2,1
5368,26000000,1167,19.080251693725582,72.9020004272461,3,3,0,1,1,0,2,0,1
5369,18000000,982,19.07023,72.876903,2,2,0,1,0,0,-1,0,1
5371,38500000,1125,19.026734,72.85534100000001,2,2,0,1,0,0,-1,0,1
5372,50000000,1400,18.9999641,72.81642020000001,3,3,0,1,0,0,-1,0,1
5373,5750000,575,19.291416,72.859641,2,2,0,1,0,0,-1,0,2
5374,30000000,1880,19.05062866210937,72.89337921142578,4,4,2,1,0,2,1,2,1
5375,21000000,950,19.1889733,72.8220064,2,2,0,1,1,0,-1,0,1
5379,28000000,700,19.070726,72.836127,2,2,0,1,0,0,0,0,1
5380,11000000,1310,19.290966666666694,72.8776166666667,3,3,0,1,0,0,-1,0,1
5381,5000000,960,19.4091105,72.83759859999999,2,2,2,1,0,2,-1,2,1
5382,17500000,1059,19.080824,72.897989,2,2,0,1,1,0,-1,0,1
5383,25000000,1400,19.119186401367188,72.86363220214844,3,2,1,1,1,1,2,1,1
5384,25000000,720,19.1042056,72.8430128,2,2,0,1,0,0,-1,0,1
5385,55000000,1632,19.11897850036621,72.86398315429688,3,3,0,1,0,0,2,0,1
5387,17000000,560,18.976914,72.83160500000001,2,2,1,1,0,1,0,1,1
5389,13000000,1500,19.3707545,72.814414,3,3,1,1,1,1,-1,1,1
5390,36000000,1016,19.17025237,72.8426685,3,3,1,1,0,1,-1,1,1
5391,20100000,1250,19.2018545,72.815272,3,3,0,1,0,0,-1,0,1
5392,22500000,1215,19.1485826410123,72.939661,3,3,0,1,0,0,-1,0,1
5393,20100000,1196,19.099645614624023,72.88508605957031,3,2,0,1,0,0,2,0,1
5395,10200000,750,19.14811897277832,72.8423080444336,2,2,0,1,0,0,1,0,1
5397,17000000,818,19.2420124,72.8559055,2,2,0,1,0,0,-1,0,1
5398,23500000,1100,19.11900520324707,72.86410522460938,2,2,1,1,0,1,2,1,1
5399,32100000,900,19.08003044128418,72.8370590209961,2,3,0,1,0,0,2,0,1
5400,20700000,1200,19.1077728874082,72.89723402507059,2,2,2,1,0,2,-1,2,1
5402,22500000,1100,19.111555099487305,72.84893035888672,2,2,0,1,0,0,0,0,1
5403,17500000,795,19.163042068481445,72.94666290283203,2,2,0,1,0,0,2,0,1
5404,14500000,1200,19.1941552,72.82588630000001,3,2,0,1,0,0,-1,0,1
5407,32500000,850,19.019547,72.83825470000001,2,2,0,1,0,0,0,0,1
5408,23000000,1300,19.173234273080897,72.8460595546961,2,2,0,1,0,0,-1,0,1
5410,22000000,1350,19.10919095,72.88469140000001,2,2,0,1,0,0,-1,0,2
5411,11000000,575,19.0937297,72.9001949,2,3,0,1,0,0,-1,0,1
5412,13000000,800,19.227331161499023,72.86373138427734,2,2,0,1,0,0,0,0,1
5413,15000000,860,19.178367478175897,72.87174151959009,2,2,0,1,0,0,-1,0,1
5414,27500000,750,19.04901,72.83223000000001,2,2,1,1,0,1,2,1,1
5417,30000000,820,19.019547,72.83825470000001,2,2,0,1,0,0,2,0,1
5418,18000000,1100,19.1258264,72.83937745,2,2,2,1,0,2,-1,2,1
5419,6400000,585,19.26231203,72.87409673,2,2,2,1,0,2,-1,2,1
5420,15700000,1100,19.0532744,72.89348580000001,2,2,0,1,0,0,-1,0,1
5421,16000000,835,19.03376007080078,72.85655212402344,2,2,0,1,0,0,1,0,1
5422,31500000,1156,19.183975,72.85414957732429,3,3,1,1,0,1,-1,1,1
5423,8000000,915,19.30477905273437,72.86041259765625,2,2,0,1,0,0,1,0,1
5424,3600000,900,19.3448747,72.86786,2,2,0,1,0,0,0,0,1
5425,18500000,940,19.1595755,72.9465747,2,2,0,1,0,0,-1,0,1
5426,35000000,1250,19.0013826,72.84845279999999,2,2,0,1,0,0,-1,0,1
5428,10000000,945,19.28217,72.87654,2,2,0,1,0,0,2,0,1
5432,15000000,1000,19.07288,72.90634,2,2,0,1,0,0,-1,0,1
5433,14500000,785,19.175534,72.872754,2,2,0,1,0,0,-1,0,1
5434,4250000,870,19.384014129638672,72.83099365234375,2,2,1,1,1,1,1,1,1
5435,41000000,900,19.11753501,72.82173362,2,2,0,1,0,0,-1,0,1
5437,35000000,1250,19.039152145385746,72.84046936035156,3,2,1,1,0,1,2,1,1
5438,18000000,1000,19.17958068847656,72.8609848022461,2,2,0,1,0,0,2,0,1
5439,9100000,810,19.28217,72.87654,2,2,1,1,0,1,0,1,1
5440,14000000,660,19.205566,72.852158,2,2,0,1,0,0,-1,0,1
5441,17000000,1080,19.1590077,72.86927109999999,2,2,1,1,0,1,0,1,1
5442,9500000,750,19.2726307,72.8714373,3,2,1,1,1,1,-1,1,2
5445,27000000,800,19.11931610107422,72.8646011352539,2,2,1,1,0,1,0,1,1
5446,30000000,1380,19.1253747,72.82541579999999,3,2,0,1,0,0,-1,0,1
5447,13700000,965,19.079069,72.889208,2,2,1,1,0,1,-1,1,1
5448,41000000,1765,19.0038320445835,72.8505157603601,3,2,1,1,0,1,-1,1,1
5449,16500000,1050,19.118906021118164,72.86408233642578,2,2,2,1,0,2,2,2,1
5450,7100000,1050,19.28351356,72.88266242,2,2,1,1,0,1,-1,1,1
5453,31000000,875,19.095737300000003,72.8423136,2,2,0,1,0,0,-1,0,1
5455,9000000,900,19.076459884643555,72.88247680664062,2,2,1,1,0,1,2,1,2
5456,30000000,1400,19.210841,72.8755987441594,3,2,1,1,0,1,-1,1,1
5457,16000000,738,19.2273315,72.8637286,2,2,0,1,0,0,1,0,1
5458,32500000,1080,18.994798100000004,72.824327,2,2,0,1,0,0,-1,0,1
5464,45000000,1600,19.20569610595703,72.83206176757812,4,3,0,1,0,0,2,0,2
5465,18000000,1000,19.14811897277832,72.8423080444336,2,2,1,1,0,1,0,1,1
5467,21000000,937,19.134493,72.928885,2,2,0,1,0,0,-1,0,1
5468,23600000,1420,19.142948,72.930229,3,3,0,1,0,0,-1,0,1
5469,21700000,1250,19.11132745,72.90133335,3,3,1,1,0,1,-1,1,1
5470,12000000,1008,19.203807830810547,72.82453918457031,2,2,0,1,0,0,0,0,1
5471,13899999,910,19.1116197,72.8539537,2,2,0,1,0,0,-1,0,1
5472,17500000,1255,19.202228,72.815271,2,2,0,1,0,0,-1,0,1
5473,29000000,1368,19.156688690185547,72.85662078857422,3,2,0,1,0,0,1,0,1
5474,20000000,884,19.09519,72.84103,2,2,0,1,0,0,2,0,1
5475,19000000,1180,19.177220805592,72.8705878488227,3,3,0,1,0,0,-1,0,1
5476,50000000,1500,19.0726477533786,72.827413267092,2,3,0,1,0,0,-1,0,1
5477,15500000,720,19.11730194091797,72.88404083251953,2,2,0,1,1,0,2,0,1
5478,6800000,750,19.211514,72.835534,2,2,0,1,0,0,-1,0,1
5480,12200000,750,19.18023681640625,72.85541534423828,2,2,0,1,0,0,1,0,1
5481,25500000,1232,19.033767700195312,72.8565444946289,3,3,0,1,0,0,0,0,1
5482,25500000,1300,19.1296705,72.931658,3,3,0,1,0,0,-1,0,1
5483,19000000,825,19.1179435,72.85146970000001,2,2,1,1,0,1,-1,1,1
5484,15000000,1400,19.28001,72.866725,3,2,0,1,0,0,-1,0,1
5485,27500000,1122,19.11632,72.859021,2,2,2,1,0,2,-1,2,1
5486,13000000,825,19.1619449,72.8375425,2,2,1,1,0,1,-1,1,1
5487,19000000,1050,19.1443579,72.9333522,2,2,0,1,0,0,-1,0,1
5488,55000000,1350,18.9398901,72.8275457,3,2,0,1,0,0,0,0,1
5489,21000000,1250,19.13717564,72.82214632,3,2,1,1,0,1,-1,1,1
5490,25000000,1359,19.128953,72.9298045,2,2,2,1,0,2,-1,2,1
5491,22000000,995,19.1808676956801,72.939157736659,2,2,0,1,0,0,-1,0,1
5492,42500000,1200,19.08150863647461,72.83767700195312,2,2,0,1,0,0,1,0,1
5494,42000000,1456,19.079932,72.90698,3,4,0,1,0,0,-1,0,1
5496,30000000,1100,18.9723899,72.837633,2,2,0,1,0,0,-1,0,1
5497,14000000,1040,19.149901,72.931134,2,2,0,1,0,0,2,0,1
5498,8800000,700,19.209943771362305,72.83087158203125,2,2,0,1,0,0,0,0,1
5499,15500000,750,19.1471854259019,72.9407060279002,2,2,0,1,0,0,-1,0,1
5500,20000000,1000,19.156658172607425,72.85655975341797,2,2,0,1,0,0,2,0,1
5501,14000000,756,19.2050017,72.86927109999999,2,3,0,1,1,0,-1,0,1
5502,6800000,700,19.20580673217773,72.83200073242188,2,2,1,1,0,1,2,1,2
5503,17000000,1000,19.21385383605957,72.8552474975586,2,2,0,1,0,0,2,0,1
5506,17500000,800,19.11634826660156,72.8873519897461,2,2,0,1,0,0,2,0,1
5507,15000000,780,19.118940353393555,72.86407470703125,2,2,1,1,0,1,2,1,1
5509,23000000,1420,19.17100978,72.87098943,2,2,1,1,0,1,-1,1,1
5510,15000000,1100,19.168094,72.9563945,2,2,0,1,0,0,-1,0,1
5512,21000000,1860,19.168886184692383,72.88127136230469,3,3,0,1,0,0,2,0,1
5513,17500000,820,19.201016,72.825331,2,2,0,1,0,0,-1,0,1
5515,30000000,1000,19.0327996,72.89635679999999,3,3,0,1,0,0,1,0,1
5516,6800000,750,19.170669555664062,72.9361801147461,2,2,0,1,1,0,2,0,1
5517,22500000,1100,19.119677300000003,72.9050809,2,2,0,1,0,0,2,0,1
5518,14000000,900,19.14801406860352,72.84228515625,2,2,0,1,0,0,1,0,1
5519,24500000,1750,19.2123964,72.8399635,3,2,0,1,0,0,-1,0,2
5520,22000000,1000,19.161273594851803,72.8339950510944,2,2,1,1,0,1,-1,1,1
5522,22000000,900,19.162992477416992,72.83930206298828,2,2,0,1,0,0,1,0,1
5523,17500000,1050,19.174854278564453,72.96231079101562,2,2,0,1,0,0,2,0,1
5524,40500000,1595,18.96898243730048,72.82319036071864,3,2,0,1,0,0,2,0,1
5526,19500000,1110,19.1077728874082,72.89723402507059,2,2,1,1,0,1,-1,1,1
5527,35000000,1200,19.070726,72.836127,2,2,1,1,0,1,2,1,1
5528,22500000,810,19.115025600000003,72.8473247,2,2,0,1,0,0,-1,0,1
5529,18000000,750,19.11930656433105,72.86457824707031,2,2,0,1,0,0,2,0,1
5530,38000000,1200,19.019546508789062,72.8382568359375,2,2,0,1,0,0,2,0,1
5531,15000000,1235,19.2728933333333,72.8651983333333,3,2,0,1,0,0,-1,0,1
5532,10000000,910,19.0726261138916,72.88054656982422,2,2,0,1,0,0,2,0,2
5533,13500000,1050,19.058093,72.899883,2,2,0,1,0,0,-1,0,1
5534,13500000,860,19.1154908,72.87269520000001,2,2,0,1,0,0,-1,0,1
5535,10800000,800,19.22888946533203,72.82408905029297,2,2,1,1,0,1,0,1,1
5536,17500000,1116,19.1719245,72.9422656,2,2,2,1,0,2,-1,2,2
5537,19000000,1000,19.1521128,72.8287668,2,2,0,1,0,0,-1,0,2
5538,12500000,765,19.1257992,72.8448476,3,2,0,1,0,0,-1,0,1
5539,16100000,1000,19.17148208618164,72.93183135986328,2,2,0,1,0,0,0,0,1
5541,27500000,1600,19.14413070678711,72.8240966796875,3,2,1,1,0,1,1,1,1
5542,18900000,700,19.2402484,72.86515240000001,2,2,0,1,1,0,-1,0,1
5543,31500000,1055,19.119060516357425,72.86415100097656,2,2,0,1,0,0,2,0,1
5544,25000000,1140,19.15172033,72.82838209,3,3,0,1,0,0,-1,0,1
5546,16900000,950,19.1866417,72.93848759999999,2,2,0,1,0,0,-1,0,1
5547,29500000,1350,19.097765,72.916827,3,2,2,1,0,2,-1,2,1
5548,6100000,550,19.233531951904297,72.83919525146484,2,2,1,1,1,1,1,1,2
5550,16500000,900,19.180237,72.85541490000001,2,2,0,1,0,0,2,0,1
5551,28000000,800,18.99683511,72.82710141,2,2,1,1,0,1,-1,1,1
5552,2500000,645,19.032798767089844,72.89635467529297,2,3,1,1,0,1,0,1,1
5553,15000000,863,19.1843877175773,72.93895102387042,2,2,0,1,1,0,-1,0,1
5554,13000000,1850,19.369335174560547,72.8061294555664,3,3,1,1,1,1,2,1,1
5556,36500000,1150,19.0278157,72.8556535,2,2,0,1,0,0,2,0,2
5557,16299999,850,19.2018545,72.815272,2,2,2,1,0,2,-1,2,1
5558,19000000,1030,19.21406936645508,72.85517883300781,2,2,0,1,0,0,1,0,2
5559,19500000,1150,19.215110778808597,72.86300659179688,2,2,0,1,0,0,0,0,1
5560,52500000,1865,19.119245529174805,72.86457824707031,3,4,1,1,0,1,1,1,1
5561,15500000,1000,19.2335321,72.839198,2,2,0,1,0,0,-1,0,1
5564,20000000,875,19.111839294433597,72.85077667236328,2,2,1,1,0,1,2,1,1
5565,30000000,1000,18.94976043701172,72.8227310180664,3,2,0,1,0,0,0,0,1
5566,23500000,700,19.07047,72.84949329999999,2,3,0,1,0,0,-1,0,1
5568,15500000,797,19.233531951904297,72.83919525146484,2,3,2,1,1,2,2,2,1
5570,32500000,720,19.039152145385746,72.84046936035156,2,2,0,1,0,0,2,0,1
5571,19000000,1250,19.15307235717773,72.83417510986328,2,2,1,1,0,1,2,1,1
5572,13000000,674,19.118974685668945,72.864013671875,2,2,0,1,1,0,0,0,1
5573,18000000,866,19.1629924,72.83930190000001,2,2,0,1,0,0,2,0,1
5574,19500000,1210,19.15508006,72.85083842,2,2,0,1,0,0,-1,0,1
5575,24000000,1325,19.20875128,72.87098633,3,3,0,1,0,0,-1,0,1
5577,7340000,995,19.282769,72.859789,2,2,0,1,0,0,-1,0,1
5578,13500000,997,19.206448,72.8233516980957,2,2,0,-1,0,0,0,0,1
5579,17500000,825,19.1607586,72.839724,2,2,0,1,0,0,-1,0,1
5580,12100000,775,19.226466,72.846721,2,2,2,1,1,2,0,2,1
5581,26000000,1768,19.153724,72.844521,3,3,0,-1,0,0,0,0,1
5582,31000000,1000,18.994099859509,72.8373002340571,2,2,0,1,0,0,-1,0,1
5583,8500000,815,19.2732249,72.8608696,2,2,0,1,0,0,-1,0,1
5584,16000000,860,19.079998016357425,72.85449981689453,2,2,0,1,0,0,1,0,1
5585,20500000,1360,19.12021420298,72.9299633704782,3,3,0,1,0,0,-1,0,1
5586,16800000,1255,19.202228,72.815271,2,2,0,1,0,0,-1,0,1
5587,17500000,850,19.1304448,72.86847900000001,2,2,1,1,0,1,-1,1,1
5589,18800000,900,19.168585,72.939758,2,2,0,1,0,0,-1,0,1
5590,27500000,1000,19.043048,72.911767,3,2,0,1,0,0,0,0,1
5591,21000000,1030,19.2038262,72.86918990000001,2,2,2,-1,0,2,0,2,1
5592,6200000,765,19.15117,72.89089,2,2,0,1,0,0,0,0,1
5593,5600000,750,19.3693345,72.806127,2,2,0,1,0,0,-1,0,1
5594,33000000,1500,19.138438,72.8246908,3,3,0,1,1,0,-1,0,1
5596,15100000,1050,19.209943771362305,72.83087158203125,2,2,1,1,0,1,2,1,1
5597,26500000,1300,19.1417208,72.83409673,2,2,0,1,0,0,-1,0,1
5598,35000000,891,19.077573,72.838061,2,2,0,1,0,0,-1,0,1
5600,20000000,1000,19.0637822,72.89200500000001,2,2,1,1,1,1,-1,1,1
5602,15000000,1000,19.22184,72.84352,2,2,0,-1,0,0,0,0,1
5603,9800000,1450,19.40638,72.835966,3,3,1,1,0,1,-1,1,2
5605,11200000,650,19.250449300000003,72.8599065,2,2,2,1,0,2,-1,2,1
5607,15000000,1200,18.96249,72.81748,2,3,0,1,0,0,1,0,2
5608,16000000,971,19.1485826410123,72.939661,2,2,1,1,0,1,-1,1,1
5609,16000000,580,19.1682272,72.83049079999999,2,2,0,1,0,0,-1,0,1
5610,10500000,760,19.2202125988807,72.8230962043468,2,2,0,1,1,0,-1,0,1
5611,20500000,910,19.20766585284395,72.8421227976227,2,2,0,1,0,0,2,0,1
5612,25000000,800,19.05522918701172,72.83082580566406,2,2,0,1,1,0,1,0,1
5613,20000000,1100,19.177220805592,72.8705878488227,2,2,1,1,0,1,-1,1,1
5614,28000000,805,19.108097,72.832259,2,2,1,1,0,1,1,1,1
5616,25100000,912,19.13844,72.812187,2,2,0,1,0,0,0,0,2
5617,27500000,1090,19.1843877175773,72.93895102387042,3,3,0,1,0,0,-1,0,1
5618,39000000,1170,18.972737629755105,72.8399898532701,2,3,0,1,0,0,-1,0,1
5619,19800000,690,19.1240572648288,72.85151134497241,2,2,0,1,1,0,-1,0,1
5620,21000000,885,19.116322,72.901259,2,2,1,1,0,1,-1,1,1
5622,8000000,800,19.2100454,72.8183494,2,2,0,1,0,0,1,0,1
5623,21500000,1580,19.1794111175539,72.86825786664149,3,3,1,1,0,1,-1,1,1
5625,42500000,1940,19.157602,72.945243,3,3,2,1,1,2,-1,2,1
5627,37500000,1000,19.002269744873047,72.82005310058594,3,3,0,1,0,0,2,0,1
5628,22500000,1350,19.2143593,72.8635757,3,3,0,1,0,0,-1,0,1
5630,26100000,940,19.0763865,72.85192740000001,2,2,0,1,0,0,-1,0,1
5632,14500000,875,19.068050384521484,72.89604949951172,2,2,0,1,0,0,1,0,1
5633,9000000,1500,19.369335174560547,72.8061294555664,3,3,1,1,0,1,0,1,1
5634,22000000,1000,19.1297376,72.8291555,2,2,1,1,0,1,2,1,1
5636,21000000,1100,19.0504924,72.8906205,2,2,0,1,0,0,-1,0,2
5637,28000000,1305,19.0504924,72.8906205,3,3,0,1,0,0,-1,0,1
5639,50000000,1240,19.119258880615234,72.8646240234375,3,2,0,1,0,0,0,0,1
5640,30500000,1525,19.152852,72.840615,3,2,2,1,0,2,-1,2,1
5641,18500000,993,19.233531951904297,72.83919525146484,3,3,0,1,0,0,1,0,1
5642,27500000,1200,19.3649845123291,72.86177062988281,3,4,0,1,0,0,2,0,1
5644,17500000,1015,19.086773,72.914889,2,2,0,1,0,0,-1,0,1
5645,20700000,885,19.105440139770508,72.84111785888672,2,2,0,1,0,0,2,0,1
5646,18000000,1130,19.186538618179604,72.832627073639,2,2,2,1,0,2,-1,2,1
5649,33000000,1350,19.2029612,72.84641059999998,3,3,1,1,0,1,-1,1,1
5651,27500000,1190,19.137356,72.836955,2,2,0,1,0,0,-1,0,1
5652,24500000,1446,19.140336,72.93328100000001,3,2,1,1,0,1,-1,1,1
5653,16000000,940,19.17543167,72.83885087,2,2,0,1,0,0,-1,0,1
5654,21600000,718,19.155756,72.846862,2,3,0,1,1,0,-1,0,1
5655,8500000,1000,19.28217,72.87654,2,2,0,1,0,0,-1,0,1
5657,17800000,668,19.114625,72.88469599999999,2,2,0,1,0,0,-1,0,1
5658,25000000,1000,19.11382558,72.89989433,2,2,0,1,0,0,-1,0,1
5660,17500000,834,19.1889733,72.8220064,3,3,0,1,0,0,1,0,1
5661,16500000,1340,19.224391941327085,72.83359329101563,3,2,0,1,0,0,2,0,1
5662,30000000,1350,19.18992042541504,72.84439849853516,3,3,1,1,0,1,0,1,1
5663,17500000,941,19.12258624,72.86705,2,2,1,1,0,1,-1,1,1
5665,35000000,1240,18.9690247,72.8205292,2,3,0,1,0,0,1,0,1
5666,23000000,550,19.100385,72.850466,2,2,1,1,0,1,0,1,1
