,price,area,latitude,longitude,bedrooms,bathrooms,balcony,status,new_or_old,parking,furnished_status,lift,type_of_building
1162,15000000,550,19.040233,72.8601801,2,2,0,1,0,0,2,0,1
1163,29500000,1456,19.1219420779647,72.85689808347509,3,3,1,1,0,1,-1,1,1
1164,27000000,1539,19.053946,72.885286,3,3,0,1,0,0,-1,0,1
1166,15300000,810,19.1373633,72.8318507,2,2,2,1,0,2,2,2,1
1167,18500000,745,19.1378673,72.8361027,2,2,0,1,0,0,-1,0,2
1168,12800000,780,19.1201089,72.8506354,2,2,0,1,0,0,-1,0,1
1169,8500000,1050,19.28217,72.87654,2,2,2,1,0,2,0,2,1
1170,31500000,1180,19.1328995,72.8318939,2,2,1,1,0,1,-1,1,1
1171,21000000,1115,19.1223203294664,72.8916711676285,3,3,0,1,1,0,-1,0,1
1172,13000000,900,19.20393269,72.82766012,2,3,0,1,0,0,-1,0,1
1174,17500000,1175,19.2469848,72.8653815,3,2,0,1,0,0,-1,0,1
1175,16500000,909,19.220612,72.864144,2,2,0,1,0,0,-1,0,1
1176,24500000,1000,19.099262,72.918103,2,2,0,1,0,0,-1,0,1
1179,20000000,800,19.194356,72.83081899999999,2,2,0,1,1,0,-1,0,1
1181,19000000,1020,19.14609,72.84583,2,2,2,1,0,2,-1,2,1
1183,12000000,1000,19.3093926,72.8485939,2,2,0,1,0,0,1,0,1
1185,4300000,830,19.3602150985917,72.847646,2,2,2,1,0,2,-1,2,1
1186,12500000,570,19.2539332,72.8672448,3,2,0,1,0,0,2,0,1
1187,17500000,614,19.0761042,72.9039516,2,2,0,-1,0,0,0,0,1
1190,17000000,700,19.13844,72.812187,3,2,1,1,0,1,-1,1,1
1191,32000000,970,19.1194535300128,72.8513989395118,3,2,0,1,0,0,-1,0,1
1194,15200000,860,19.180237,72.85541490000001,2,2,0,1,0,0,1,0,1
1195,17000000,650,19.165218353271484,72.93827056884766,2,2,0,1,0,0,1,0,1
1196,19200000,1940,19.16703502,72.88127374,3,3,0,1,0,0,-1,0,1
1197,22000000,790,19.079463,72.84955699999999,2,2,0,1,0,0,-1,0,1
1200,32500000,1350,18.98584,72.83894000000001,3,3,0,1,0,0,1,0,1
1201,13000000,820,19.205075,72.833235,2,2,0,1,0,0,1,0,1
1202,18000000,1150,19.259706,72.86356629999999,2,2,1,1,0,1,-1,1,1
1203,16500000,700,19.1718027,72.9584312,2,2,0,1,0,0,-1,0,1
1204,9000000,792,19.26522136,72.8743219,2,2,1,1,0,1,-1,1,1
1206,19500000,1350,19.10919095,72.88469140000001,2,2,0,1,0,0,-1,0,2
1209,27500000,1089,19.11632,72.859021,2,2,0,1,0,0,-1,0,1
1210,7000000,900,19.2941004,72.87088390000001,2,2,0,-1,0,0,1,0,1
1211,48000000,1900,19.0051754,72.8498377,3,3,1,1,0,1,-1,1,1
1212,20000000,663,19.168995,72.953882,2,2,0,1,0,0,-1,0,1
1213,12600000,1008,19.264989,72.873387,2,2,0,1,0,0,-1,0,1
1214,25000000,967,19.0227398,72.86865379999999,2,2,0,1,0,0,-1,0,1
1215,27900000,1705,19.2050017,72.86927109999999,3,3,2,-1,0,2,0,2,1
1218,48500000,750,19.06525,72.82324,2,2,0,1,0,0,1,0,1
1219,41900000,959,19.0937492,72.922604,2,2,1,1,0,1,-1,1,1
1220,15100000,825,19.124348,72.89049200000001,2,2,0,1,0,0,-1,0,1
1223,18000000,1080,19.195988,72.868512,2,2,0,-1,0,0,0,0,1
1224,4500000,940,19.4065984,72.8369755,2,2,0,1,0,0,-1,0,1
1225,17500000,745,19.20990129,72.82071844,2,2,0,1,0,0,-1,0,1
1226,13500000,935,19.15896,72.93373000000001,2,2,0,1,0,0,-1,0,1
1227,15200000,1035,19.079069,72.889208,2,2,2,1,0,2,-1,2,1
1230,21000000,700,19.0327996,72.89635679999999,3,2,0,1,0,0,2,0,1
1231,19000000,890,19.116876,72.926552,2,2,0,1,0,0,-1,0,1
1233,21000000,900,19.03891,72.868286,2,2,1,1,0,1,-1,1,1
1234,16000000,858,19.0219072709714,72.8685268353121,2,2,0,-1,0,0,2,0,1
1235,6300000,785,19.1550273,72.8850879,2,2,2,1,0,2,-1,2,1
1236,27500000,1500,19.144893600000003,72.8368073,3,3,0,1,0,0,-1,0,1
1238,21000000,1160,19.121117,72.883363,4,4,0,1,0,0,-1,0,1
1239,22500000,1330,19.20771,72.86777,2,2,1,-1,1,1,0,1,1
1241,9000000,945,19.28217,72.87654,2,2,0,1,0,0,-1,0,1
1245,14000000,1425,19.292746666666694,72.8713433333333,3,3,0,1,0,0,-1,0,1
1246,16000000,925,19.17539225,72.86148682,2,2,0,1,0,0,-1,0,1
1247,18500000,1050,19.20986504,72.86404901,2,2,0,1,0,0,-1,0,1
1248,9000000,1100,19.30187227,72.87400382,2,3,0,1,0,0,-1,0,1
1249,25000000,980,19.117849349975582,72.91181182861328,2,2,0,1,0,0,2,0,1
1251,9100000,850,19.2202125988807,72.8230962043468,2,2,0,1,1,0,-1,0,1
1252,12700000,770,19.1746388,72.8511155,2,2,0,1,0,0,-1,0,1
1253,14900000,1100,19.1657808,72.934534,2,2,0,-1,0,0,1,0,1
1255,16000000,800,19.258105,72.8519218,2,2,0,1,0,0,-1,0,1
1256,29000000,800,19.0266983,72.85302490000001,2,2,0,1,0,0,1,0,1
1257,27500000,1255,19.028077,72.879665,3,3,0,1,0,0,-1,0,1
1258,20500000,1042,19.119007110595703,72.86405181884766,2,2,0,1,0,0,2,0,1
1260,23500000,1110,19.07047,72.84949329999999,2,2,0,1,0,0,0,0,1
1261,12500000,975,19.11918830871582,72.8641586303711,2,2,2,1,0,2,1,2,1
1262,27500000,1370,19.1771773695655,72.9600928443916,3,3,0,1,0,0,-1,0,1
1263,17000000,520,19.11897659301757,72.86408233642578,2,2,0,1,0,0,2,0,1
1264,18000000,860,19.119253158569336,72.86457061767578,2,2,0,1,1,0,2,0,1
1265,23500000,1250,19.13792563,72.82182797,2,2,0,1,0,0,-1,0,1
1268,50000000,1200,19.019078,72.847976,3,3,1,1,1,1,-1,1,1
1269,25000000,710,19.119279861450195,72.8646011352539,2,2,2,1,0,2,2,2,1
1270,25000000,1250,19.210841,72.8755987441594,3,3,0,1,0,0,-1,0,1
1271,15800000,790,19.119367599487305,72.86443328857422,2,2,0,1,0,0,1,0,1
1273,45000000,1300,19.01751708984375,72.84711456298828,3,3,2,1,0,2,2,2,1
1274,29500000,1200,19.0815087,72.8376755,2,2,1,1,0,1,-1,1,1
1275,17000000,950,19.1687237,72.86764740000001,2,2,2,1,0,2,-1,2,1
1276,15100000,950,19.162992477416992,72.83930206298828,2,2,0,1,1,0,2,0,1
1277,17200000,1030,19.18537405,72.83869853,2,2,1,1,0,1,-1,1,1
1278,49000000,1280,19.014480590820312,72.82198333740234,2,2,2,1,0,2,1,2,1
1280,12600000,1030,19.207601,72.879171,2,3,0,-1,1,0,0,0,1
1281,16000000,1200,19.0899142203998,72.916868452269,2,2,2,1,1,2,-1,2,1
1282,33000000,1650,19.03731,72.87871,3,3,2,1,0,2,-1,2,1
1283,35000000,1930,19.1633712605906,72.9410497959207,4,3,1,1,0,1,-1,1,1
1284,21000000,976,19.1702367,72.95594240000001,2,2,0,1,0,0,-1,0,1
1287,7200000,830,19.21404838562012,72.85525512695312,2,2,2,1,0,2,2,2,1
1288,26000000,1470,19.16257,72.938078,4,4,0,1,0,0,-1,0,1
1290,6850000,935,19.21393394470215,72.85504150390625,2,2,1,1,0,1,2,1,1
1291,21500000,1100,19.123334884643555,72.87158203125,2,2,2,1,0,2,1,2,1
1292,27600000,795,19.119333267211918,72.86392211914062,2,2,0,1,0,0,0,0,1
1293,26000000,950,19.07732391357422,72.90800476074219,2,2,1,1,0,1,2,1,1
1294,12000000,850,19.180237,72.85541490000001,2,2,0,1,0,0,-1,0,1
1296,19500000,1200,19.10005168,72.88491275,3,2,2,1,0,2,-1,2,1
1297,31500000,1190,19.119508743286133,72.86332702636719,2,2,1,1,0,1,2,1,1
1299,55000000,1350,19.055229,72.83082900000001,3,3,0,1,0,0,-1,0,1
1301,23500000,1000,19.13894569,72.82940015,2,2,0,1,0,0,-1,0,1
1302,14500000,772,19.169822692871094,72.93598175048828,2,2,1,1,0,1,1,1,1
1303,4500000,725,19.205707550048828,72.8320541381836,2,2,0,1,0,0,1,0,1
1304,41000000,1550,19.0508155,72.9132023,3,3,0,1,0,0,-1,0,1
1306,17500000,1020,19.182341666666694,72.85609000000001,2,2,1,1,0,1,-1,1,1
1307,7009999,810,19.118919372558597,72.86402893066406,2,2,1,1,0,1,0,1,1
1308,12400000,1600,19.21392059326172,72.85504150390625,3,3,2,1,0,2,0,2,1
1309,8500000,1100,19.2139892578125,72.85503387451172,2,2,2,1,0,2,0,2,1
1311,32500000,1680,19.183819,72.86111600000001,3,3,2,1,0,2,-1,2,1
1312,50000000,1350,19.119190216064453,72.8646469116211,3,3,0,1,0,0,0,0,1
1313,13100000,950,19.11891746520996,72.86404418945312,2,2,0,1,0,0,2,0,1
1314,26000000,850,19.1297376,72.8291555,2,2,0,1,0,0,-1,0,1
1315,17800000,1015,19.090856552124023,72.9042739868164,2,2,0,1,0,0,1,0,1
1316,17800000,920,19.12998,72.933221,2,2,0,1,0,0,-1,0,1
1317,20000000,812,19.1288105,72.84658759999999,2,2,0,1,1,0,-1,0,1
1319,12000000,655,19.142655,72.834499,2,2,0,1,0,0,-1,0,1
1320,49500000,1270,19.096529,72.851435,3,3,1,1,0,1,-1,1,1
1321,21000000,775,19.1480618,72.82560959999999,2,2,2,1,0,2,-1,2,1
1322,22000000,1050,19.25190544128418,72.85041809082031,2,2,0,1,0,0,2,0,1
1324,14200000,1060,19.16664,72.835254,2,2,0,1,0,0,-1,0,1
1327,4500000,560,19.21393394470215,72.85517883300781,2,2,0,1,0,0,0,0,1
1328,22500000,1538,19.17788452,72.87285698,3,3,0,1,0,0,-1,0,1
1329,45000000,1500,19.119421005249023,72.86370849609375,4,3,0,1,0,0,1,0,1
1330,15000000,900,19.2114023225106,72.86572890631679,2,2,0,1,0,0,-1,0,1
1331,41000000,1778,19.0937492,72.922604,3,3,1,1,0,1,-1,1,1
1333,26000000,1100,19.072772,72.86340600000001,2,2,0,1,0,0,-1,0,2
1334,12400000,1061,19.16703502,72.88127374,2,2,0,1,0,0,-1,0,1
1335,29000000,1495,19.202068328857425,72.847900390625,3,2,1,1,0,1,0,1,1
1339,24000000,1430,19.10005168,72.88491275,3,3,0,1,0,0,-1,0,1
1340,7000000,900,19.378591537475582,72.82752990722656,2,2,1,1,0,1,0,1,1
1341,35000000,1200,19.129737854003903,72.82915496826172,3,3,0,1,0,0,1,0,1
1342,18000000,850,19.214033,72.8627501,2,2,0,1,0,0,-1,0,1
1343,13000000,700,19.209943771362305,72.83087158203125,2,2,2,1,0,2,1,2,1
1345,5250000,760,19.404549,72.82772800000001,2,2,1,1,0,1,-1,1,1
1347,30000000,1160,19.0166667,72.8166667,2,2,2,1,1,2,-1,2,1
1348,25000000,840,19.100385,72.850466,2,2,0,1,0,0,2,0,2
1351,21000000,1100,19.1203883516242,72.8945767798459,2,2,0,1,0,0,-1,0,1
1352,27000000,1180,19.114019,72.850025,2,2,1,1,0,1,-1,1,1
1353,14500000,930,19.104650497436523,72.9317855834961,2,2,0,1,1,0,0,0,1
1354,27500000,1000,19.140062,72.829136,2,2,2,1,0,2,-1,2,1
1356,12500000,1100,19.079372,72.885436,2,2,2,1,0,2,-1,2,1
1359,12500000,900,19.149900436401367,72.93113708496094,2,2,0,1,0,0,1,0,1
1362,26000000,1400,19.0995866,72.8848725,3,3,1,1,1,1,-1,1,2
1363,21000000,750,19.1373633,72.8318507,2,2,1,1,0,1,0,1,1
1366,25000000,1050,19.06660842895508,72.85191345214844,2,2,0,1,0,0,1,0,1
1367,33600000,1681,19.0327996,72.89635679999999,3,3,2,-1,1,2,0,2,1
1368,35000000,900,19.100385665893555,72.8504638671875,3,3,1,1,1,1,0,1,1
1369,11800000,990,19.208398000000003,72.879044,2,2,1,1,0,1,-1,1,1
1370,14900000,800,19.16664,72.95915,2,2,0,1,0,0,-1,0,2
1371,42500000,1250,19.105440139770508,72.84111785888672,3,3,2,1,0,2,2,2,1
1372,20500000,957,19.126587,72.833474,2,2,0,1,0,0,-1,0,2
1373,17700000,1106,19.12431957,72.84605428,2,2,0,1,0,0,-1,0,1
1374,36500000,1500,19.196418,72.80659399999999,3,3,1,1,0,1,0,1,1
1375,6500000,880,18.9690247,72.8205292,2,2,0,1,0,0,2,0,1
1377,6800000,720,19.298435,72.85959,2,2,0,1,0,0,-1,0,1
1378,36000000,1535,19.1181,72.89485,3,3,2,1,0,2,-1,2,2
1380,14500000,640,19.20678417,72.81912281,2,2,0,1,0,0,-1,0,1
1381,15500000,709,19.201016,72.825331,2,2,0,1,0,0,-1,0,1
1382,6500000,1500,19.3693345,72.806127,2,2,2,1,0,2,1,2,1
1385,39500000,900,19.108097076416016,72.83226013183594,2,2,2,1,0,2,2,2,1
1386,9400000,855,19.28217,72.87654,2,2,2,1,0,2,1,2,1
1387,16000000,816,19.2420124,72.8559055,2,2,0,1,1,0,-1,0,1
1389,7700000,660,19.3093926,72.8485939,2,2,0,1,0,0,2,0,1
1390,33000000,1600,19.23612,72.84193,3,3,0,1,0,0,2,0,1
1391,22000000,1143,19.097765,72.916827,2,2,0,1,0,0,-1,0,1
1392,25000000,1150,19.09080696105957,72.90766906738281,2,2,0,1,0,0,0,0,1
1394,17500000,900,19.11623764038086,72.88607025146484,2,2,0,1,0,0,1,0,1
1396,18000000,1000,19.096202,72.919057,2,2,0,1,0,0,-1,0,1
1397,55000000,1450,19.12809637,72.81965429,2,2,1,1,0,1,-1,1,1
1398,4500000,1000,19.4053281,72.7882785,3,2,0,1,0,0,2,0,1
1399,7300000,990,19.282169342041016,72.87654113769531,2,2,1,1,0,1,0,1,1
1400,37000000,1006,19.019546508789062,72.8382568359375,2,2,0,1,0,0,1,0,1
1401,25000000,1000,19.1054406,72.8411208,2,2,0,1,0,0,0,0,1
1402,22500000,800,19.21221923828125,72.82118225097656,2,2,1,1,0,1,0,1,1
1403,7540000,775,19.28217,72.87654,2,2,0,1,0,0,-1,0,1
1404,12500000,885,19.1456725,72.929009,2,2,0,1,0,0,-1,0,1
1406,13000000,850,19.149901,72.931134,2,2,0,1,0,0,0,0,1
1408,35500000,1370,19.0908063,72.90766690000001,3,3,0,1,0,0,-1,0,1
1410,24000000,1000,19.137866,72.83564770000001,2,2,0,1,0,0,-1,0,1
1412,25500000,1500,19.14139747619629,72.83588409423828,3,3,0,1,0,0,0,0,1
1413,17500000,875,19.175420000000003,72.85351,2,2,0,1,0,0,2,0,1
1415,12700000,774,19.1746739,72.94310379999999,2,2,2,1,0,2,1,2,1
1416,30000000,920,19.0325516,72.8449938,2,2,0,1,0,0,-1,0,1
1419,8000000,846,19.2792749,72.8736743,2,2,2,1,0,2,-1,2,1
1420,15000000,575,19.209943771362305,72.83087158203125,2,2,1,1,1,1,2,1,1
1421,4500000,1000,19.40532875061035,72.78827667236328,2,2,0,1,0,0,1,0,1
1425,18000000,850,19.172489,72.86630500000001,2,2,0,1,0,0,-1,0,1
1426,25000000,875,19.1596950179688,72.9358988107455,3,4,0,1,0,0,-1,0,1
1428,40000000,1300,19.01066,72.846255,3,3,0,1,0,0,2,0,1
1429,16500000,933,19.13675117492676,72.8697738647461,2,2,0,1,0,0,2,0,1
1430,21000000,1000,19.138885498046875,72.82374572753906,2,2,1,1,1,1,1,1,1
1431,25000000,1500,19.1485826410123,72.939661,3,3,0,1,0,0,-1,0,1
1432,16500000,974,19.16885607,72.87786054,2,2,0,1,0,0,-1,0,2
1434,17500000,900,19.1889733,72.8220064,2,2,0,1,0,0,1,0,1
1436,35000000,1000,18.95878,72.8229,2,2,0,1,0,0,2,0,1
1437,16000000,980,19.0418764,72.910566,2,2,0,1,0,0,-1,0,1
1440,26000000,1175,19.130537,72.82849399999999,2,2,0,1,0,0,-1,0,1
1441,18000000,858,19.040233612060547,72.86018371582031,2,2,0,1,0,0,1,0,1
1442,17000000,1058,19.0901314,72.8961925,2,2,0,1,0,0,-1,0,1
1443,17500000,655,19.1173012,72.8840395,2,2,0,1,0,0,2,0,1
1444,11000000,1050,19.17792572,72.86920936,2,2,0,1,0,0,-1,0,1
1445,19500000,950,19.155756,72.846862,2,2,0,1,0,0,-1,0,1
1446,33000000,1600,19.1595755,72.9465747,3,2,0,1,0,0,-1,0,1
1447,35000000,1240,19.0047958110499,72.84136559764859,2,2,1,1,0,1,-1,1,1
1448,12500000,527,19.104651,72.931782,2,2,0,-1,0,0,0,0,1
1449,22500000,673,19.14724,72.84012,3,3,0,1,0,0,2,0,1
1452,23000000,1139,19.149900436401367,72.93113708496094,3,3,0,1,0,0,0,0,1
1454,6000000,855,19.39954,72.8604165,2,2,0,1,0,0,2,0,1
1457,26500000,1050,19.07725,72.86025,2,2,1,1,0,1,2,1,1
1458,23500000,1970,19.149089,72.836862,3,3,0,-1,0,0,1,0,1
1459,33000000,1000,19.039152145385746,72.84046936035156,2,2,2,1,0,2,0,2,1
1461,17000000,930,19.1154908,72.87269520000001,3,2,0,1,0,0,1,0,1
1462,15000000,1100,19.0874312,72.89509179999999,2,2,0,1,0,0,-1,0,1
1467,12500000,975,19.149901,72.931134,2,2,2,1,0,2,1,2,1
1468,12500000,960,19.2428633,72.86919240000002,2,2,1,1,0,1,-1,1,1
1469,16500000,900,19.16732,72.87680999999999,2,2,0,1,0,0,-1,0,1
1470,35000000,600,18.970535,72.80563199999999,3,2,0,1,0,0,1,0,1
1471,26000000,1150,19.1327295,72.83527,3,3,0,1,0,0,-1,0,1
1472,15100000,1000,19.2099437,72.83086920000001,2,2,0,-1,0,0,0,0,1
1474,17000000,950,19.1608213928017,72.834409532651,2,2,1,1,1,1,-1,1,1
1475,22500000,959,19.053375,72.897061,2,2,1,1,0,1,-1,1,1
1476,18500000,1100,19.1594098,72.9470527,2,2,0,1,0,0,-1,0,1
1478,14500000,950,19.1164838,72.8853956,2,2,0,1,0,0,-1,0,1
1479,13000000,940,19.20869964,72.87765636,2,2,1,1,0,1,-1,1,1
1480,9500000,520,19.209943771362305,72.83087158203125,2,2,0,1,1,0,2,0,1
1482,28500000,771,19.098073959350582,72.8442611694336,2,2,0,1,0,0,2,0,1
1484,22500000,900,19.12419,72.83021,2,2,0,1,0,0,1,0,1
1486,23000000,630,19.055229,72.83082900000001,2,2,0,1,0,0,1,0,1
1487,18000000,890,19.116876,72.926552,2,2,1,1,0,1,-1,1,1
1488,13000000,738,19.227331161499023,72.86373138427734,2,2,0,1,0,0,1,0,1
1489,7800000,745,19.284934,72.8761635,2,2,1,1,1,1,-1,1,1
1490,31000000,1050,19.019547,72.83825470000001,2,2,1,1,0,1,0,1,1
1491,20400000,990,19.116876,72.926552,2,2,0,1,0,0,-1,0,1
1493,25000000,1075,19.1190907971438,72.8874670366923,2,3,0,1,0,0,-1,0,1
1496,7500000,960,19.298449,72.874453,2,3,0,1,0,0,-1,0,1
1498,22500000,1275,19.11132745,72.90133335,3,3,1,1,0,1,-1,1,2
1501,40000000,1700,19.119198,72.894366,3,3,1,1,0,1,-1,1,1
1503,20000000,980,19.0327996,72.89635679999999,3,2,0,1,0,0,-1,0,1
1505,17500000,785,19.2148079570702,72.86914410561191,2,2,0,1,1,0,-1,0,1
1507,9800000,1050,19.292746666666694,72.8713433333333,2,2,0,1,0,0,-1,0,1
1508,14000000,950,19.1961519,72.8730231,2,2,0,1,0,0,-1,0,1
1509,8000000,935,19.2894636146633,72.87719888853591,2,2,0,1,0,0,-1,0,1
1511,4800000,750,19.40651677,72.82566387,2,2,0,1,0,0,-1,0,1
1512,17000000,650,19.1154908,72.87269520000001,2,2,0,1,0,0,-1,0,1
1513,16000000,752,19.1913396666603,72.862262257539,2,2,0,1,0,0,-1,0,1
1514,29000000,1300,19.0504924,72.8906205,3,3,0,1,0,0,-1,0,1
1516,16000000,825,19.100841,72.911105,2,2,0,1,0,0,-1,0,1
1518,10000000,1155,19.27375609,72.86908432,2,2,0,1,0,0,-1,0,1
1519,31000000,1400,19.1297376,72.8291555,3,3,0,1,0,0,2,0,1
1520,16000000,1100,19.24565653,72.85780433,2,2,1,1,1,1,-1,1,1
1521,45000000,1830,19.1852372,72.9487585,4,4,0,1,0,0,-1,0,1
1522,30000000,1100,19.051037,72.894389,3,2,0,1,0,0,-1,0,1
1526,40000000,1800,19.119198,72.894366,3,3,1,1,0,1,-1,1,1
1527,42000000,950,18.9871633297704,72.82989199332809,2,2,0,1,0,0,-1,0,1
1528,15000000,750,19.140512466430664,72.84215545654297,2,2,0,1,0,0,2,0,1
1529,25000000,961,19.21990105,72.86209583,3,2,0,1,0,0,-1,0,1
1530,35000000,1125,18.9463858,72.8349687,4,3,1,1,0,1,2,1,1
1531,23500000,1350,19.10919095,72.88469140000001,2,2,0,1,0,0,-1,0,1
1532,20000000,1098,19.1154899597168,72.87269592285156,2,2,0,-1,0,0,0,0,1
1534,29000000,1200,19.114625,72.88469599999999,2,2,1,1,0,1,-1,1,1
1535,46000000,1350,19.11089349,72.83707530000001,3,3,0,1,0,0,-1,0,1
1537,15900000,1325,19.263092,72.87251085,3,3,0,1,0,0,-1,0,1
1539,27500000,510,19.0083802813427,72.83050442467041,2,2,0,1,0,0,-1,0,1
1540,7540000,619,19.261664,72.87431099999999,2,2,0,1,0,0,-1,0,1
1543,5500000,1000,19.369335174560547,72.8061294555664,3,2,0,1,1,0,1,0,1
1545,24000000,847,19.10919095,72.88469140000001,2,2,0,1,0,0,-1,0,1
1550,15000000,800,19.09458351135254,72.88867950439453,2,2,0,1,0,0,2,0,1
1551,9500000,1050,19.1560908,72.88395140000002,2,2,0,1,0,0,-1,0,1
1552,25000000,1590,19.1421051,72.9310245,3,3,0,1,1,0,-1,0,1
1553,12000000,720,19.1513573,72.9340308,2,2,0,1,1,0,-1,0,1
1555,15500000,1000,19.149901,72.931134,2,2,0,1,0,0,2,0,1
1556,22500000,750,19.118467330932614,72.82933807373047,2,2,0,1,0,0,1,0,1
1557,5000000,810,19.3476588,72.83027340000001,3,2,0,1,0,0,2,0,1
1558,19000000,1050,19.20159,72.81882,2,2,0,1,0,0,2,0,1
1559,17000000,550,19.1297376,72.8291555,2,2,1,1,0,1,0,1,1
1560,21000000,1235,19.2001203,72.8162955,3,4,0,1,0,0,-1,0,1
1561,18900000,780,19.17965507507324,72.8609619140625,3,3,0,1,0,0,2,0,1
1562,19500000,875,19.1889733,72.8220064,2,2,0,1,0,0,2,0,1
1565,20000000,1060,19.058655107985302,72.89045381863271,2,2,0,1,0,0,-1,0,1
1566,37500000,1100,19.20580673217773,72.83200073242188,3,3,1,1,0,1,2,1,1
1567,25000000,813,19.233531951904297,72.83919525146484,2,2,0,1,0,0,2,0,1
1570,35000000,1850,19.1405116,72.8421555,3,4,0,1,0,0,-1,0,1
1572,16500000,900,19.277427673339844,72.85752868652344,2,2,0,1,0,0,1,0,1
1573,21000000,1100,19.1154908,72.87269520000001,2,2,0,1,0,0,1,0,1
1575,16000000,865,19.149900436401367,72.93113708496094,2,2,1,1,0,1,1,1,1
1576,45000000,1190,19.02616310119629,72.84243774414062,3,2,0,1,0,0,2,0,1
1577,27500000,1100,19.0908063,72.90766690000001,3,3,0,-1,0,0,2,0,1
1578,18000000,1030,19.1173012,72.8840395,3,2,0,1,0,0,-1,0,2
1580,17000000,1200,19.22857596105457,72.82378959259033,2,2,0,1,0,0,2,0,1
1581,23000000,875,19.118650436401367,72.86068725585938,2,2,0,1,0,0,2,0,1
1582,20000000,1000,19.218149185180664,72.81591796875,3,3,0,1,0,0,2,0,1
1584,21000000,700,19.040233,72.8601801,2,2,0,1,0,0,0,0,1
1585,26000000,1610,19.10005168,72.88491275,3,3,0,1,0,0,-1,0,1
1587,54000000,1305,18.99842071533203,72.84268951416016,3,3,0,1,0,0,1,0,1
1588,14900000,960,19.25584,72.86565,2,2,0,1,0,0,-1,0,1
1589,8200000,783,19.21339,72.93141999999999,2,2,0,1,0,0,1,0,2
1591,26000000,657,19.075155,72.85173,2,2,0,1,1,0,-1,0,1
1593,10200000,711,19.281902,72.886296,2,2,1,1,0,1,-1,1,1
1594,19000000,1050,19.1160771,72.8870803,2,2,0,1,1,0,-1,0,1
1595,35000000,950,19.01666641235352,72.81666564941406,2,2,0,1,0,0,1,0,1
1598,9000000,850,19.28217,72.87654,2,2,0,1,0,0,1,0,1
1599,21000000,850,19.13832,72.81002,2,3,0,1,0,0,-1,0,1
1600,13000000,1300,19.162992477416992,72.83930206298828,4,3,1,1,0,1,1,1,1
1601,14000000,786,19.07356071472168,72.87458801269531,3,2,0,1,0,0,0,0,1
1603,9300000,1450,19.0790077414704,72.8537504974957,2,2,0,1,0,0,-1,0,1
1604,20000000,693,19.14413,72.8241,2,2,0,1,0,0,-1,0,1
1605,12100000,705,19.21649932861328,72.8341293334961,2,2,0,1,0,0,0,0,1
1606,25000000,950,19.1093673,72.8703192,2,2,0,1,0,0,-1,0,1
1607,50000000,960,19.07906913757324,72.90797424316406,4,4,0,1,0,0,1,0,1
1608,14800000,1150,19.111034393310547,72.92391204833984,2,2,0,1,0,0,0,0,1
1610,7200000,750,19.28217,72.87654,2,2,2,1,0,2,-1,2,1
1612,14400000,583,19.243171,72.860475,2,2,0,-1,0,0,0,0,1
1613,19000000,900,19.1154908,72.87269520000001,2,2,0,1,0,0,1,0,2
1614,18500000,1000,19.18023681640625,72.85541534423828,2,2,0,1,0,0,0,0,1
1615,26000000,1000,19.0799983,72.8545019,2,2,0,1,0,0,0,0,1
1617,5500000,806,19.40532875061035,72.78827667236328,2,2,0,1,0,0,0,0,1
1618,4900000,840,19.403228,72.829227,2,2,0,1,0,0,-1,0,1
1619,24800000,780,19.0158306,72.82939209999999,2,2,0,1,0,0,0,0,1
1620,32500000,1350,19.17684765,72.86344041,3,3,0,1,0,0,-1,0,1
1621,9000000,1285,19.339156,72.80855799999999,3,3,2,1,0,2,-1,2,1
1622,21500000,668,19.201963600000003,72.8578543,2,2,0,1,0,0,-1,0,2
1623,16000000,650,19.25674516,72.85587569,2,2,0,1,0,0,-1,0,1
1625,21000000,1198,19.1066725,72.894216,2,2,0,1,0,0,-1,0,1
1626,25800000,1315,19.025619100000004,72.8594659,3,3,2,1,0,2,-1,2,1
1627,18500000,900,19.10053,72.911665,2,2,0,1,0,0,-1,0,1
1628,16000000,810,19.146435,72.856978,2,2,0,1,0,0,-1,0,1
1629,39000000,1128,19.153724,72.844521,3,3,0,-1,0,0,1,0,1
1630,21300000,910,19.07023,72.876903,2,2,0,1,1,0,-1,0,1
1631,14000000,1040,19.2009227301487,72.8629409971622,2,2,0,1,0,0,-1,0,1
1632,34700000,800,19.0583295459043,72.83395450112559,2,2,0,1,0,0,-1,0,1
1633,48000000,1235,19.039151500000003,72.84047029999999,3,3,0,1,0,0,-1,0,1
1634,27500000,950,19.11559447,72.90996700000001,2,2,0,1,0,0,-1,0,1
1636,14600000,550,19.20563,72.870613,2,2,0,-1,0,0,0,0,1
1639,20000000,731,19.1345125,72.86339834,2,2,0,1,1,0,-1,0,1
1640,8500000,850,19.28351356,72.88266242,2,2,0,1,0,0,-1,0,2
1642,8500000,882,19.26231203,72.87409673,2,2,1,1,0,1,-1,1,1
1643,9900000,1080,19.28217,72.87654,2,2,0,1,0,0,-1,0,1
1644,8200000,910,19.298435,72.85959,2,2,0,1,0,0,-1,0,1
1645,15500000,1075,19.2149599,72.81775490000001,2,2,0,1,0,0,-1,0,1
1647,17000000,940,19.209943771362305,72.83087158203125,2,2,0,1,0,0,2,0,1
1650,17500000,850,19.177040100097656,72.84144592285156,3,3,0,1,0,0,0,0,1
